,0
0,0.5822937488555908
1,0.6177288293838501
2,0.6177610754966736
3,0.6177693605422974
4,0.61778324842453
5,0.6177865266799927
6,0.6366288065910339
7,0.6366313695907593
8,0.6366663575172424
9,0.6366702914237976
10,0.6366757154464722
11,0.6366773843765259
12,0.6366816163063049
13,0.6366856098175049
14,0.6366905570030212
15,0.6366959810256958
16,0.6366990208625793
17,0.636699378490448
18,0.6367022395133972
19,0.6367056965827942
20,0.6367056965827942
21,0.6367059946060181
22,0.6367065906524658
23,0.6367068290710449
24,0.6367082595825195
25,0.6367166042327881
26,0.6367172598838806
27,0.63671875
28,0.6367194056510925
29,0.6367194652557373
30,0.636719822883606
31,0.6367213129997253
32,0.6367226243019104
33,0.6367383599281311
34,0.6411970257759094
35,0.6411970853805542
36,0.6411974430084229
37,0.641197919845581
38,0.6411979794502258
39,0.6411985754966736
40,0.6412042379379272
41,0.6412052512168884
42,0.6412057280540466
43,0.6412056684494019
44,0.6412075757980347
45,0.6412076950073242
46,0.6412078142166138
47,0.6412079930305481
48,0.6412079930305481
49,0.641208291053772
50,0.6412083506584167
51,0.641208827495575
52,0.6412103772163391
53,0.6412103772163391
54,0.6412103772163391
55,0.6412113308906555
56,0.641212522983551
57,0.6412125825881958
58,0.6412125825881958
59,0.6412128806114197
60,0.6412146687507629
61,0.6412146687507629
62,0.6412151455879211
63,0.6412152647972107
64,0.6412153244018555
65,0.6412153244018555
66,0.641215980052948
67,0.6412160396575928
68,0.6412160396575928
69,0.6412160396575928
70,0.6412160992622375
71,0.6412160992622375
72,0.6412160992622375
73,0.6412168741226196
74,0.6412169933319092
75,0.6412169933319092
76,0.6412169933319092
77,0.6412169933319092
78,0.6412173509597778
79,0.6412174701690674
80,0.6412175297737122
81,0.6412280201911926
82,0.6412280201911926
83,0.6427139639854431
84,0.6427139639854431
85,0.6427139639854431
86,0.6427147388458252
87,0.6427147388458252
88,0.6427147388458252
89,0.6427149176597595
90,0.6427151560783386
91,0.6427151560783386
92,0.6427151560783386
93,0.6427152156829834
94,0.6427153944969177
95,0.6427153944969177
96,0.6427157521247864
97,0.6427158117294312
98,0.6427159309387207
99,0.6427168250083923
100,0.6427168250083923
101,0.6427168250083923
102,0.6427168250083923
103,0.6427168846130371
104,0.6427174210548401
105,0.6427174210548401
106,0.6427174210548401
107,0.6427173614501953
108,0.6486608982086182
109,0.6486608982086182
110,0.6486608982086182
111,0.6486608982086182
112,0.6486611366271973
113,0.6486611366271973
114,0.6486613750457764
115,0.6486614942550659
116,0.6486614942550659
